1860				1507
2184				1375
1722				1285
1855				1516
2205				1450
1865				1464
1566				1379
1815				1364
1627				1465
1976				1400
1660				1479
1731				1597
1639				1337
1706				1340
1661				1448
1756				1329
1749				1435
1680				1483
1672				1540
1851				1464
1751				1513
2125				1478
1820				1298
1838				1337
1955				1434
1636				1318
2015				1323
1849				1376
1838				1480
2406				1553
1753				1441
1860				1455
2072				1438
1846				1547
1706				1341
2031				1310
1773				1511
1802				1504
1919				1563
1717				1453
2017				1326
1896				1411
2488				1472
1592				1510
1773				1476
1755				1509
1758				1464
1835				1420
2060				1457
1687				1485
1796				1507
1612				1402
1891				1402
1683				1371
1865				1457
1649				1399
1497				1416
1828				1444
2122				1337
1675				1331
1680				1370
1724				1427
1718				1388
1872				1534
1592				1439
2037				1487
1727				1405
1901				1419
1915				1319
1860				1446
1642				1364
1707				1411
1893				1411
1763				1411
1791				1454
1900				1383
1656				1461
1673				1354
1724				1367
1909				1494
1574				1578
1581				1488
1831				1536
1758				1503
1901				1487
1869				1374
1896				1490
1954				1446
1875				1499
1414				1392
1561				1331
1791				1353
1862				1531
1985				1585
1863				1387
1888				1371
2179				1422
1880				1483
1748				1417
1702				1554
2002				1455
1856				1454
1772				1330
1921				1388
1927				1426
1871				1483
1818				1482
2007				1480
2101				1523
2156				1532
2082				1423
1946				1435
1891				1463
1911				1398
1931				1385
2065				1455
1841				1461
1654				1425
1601				1392
1944				1370
1755				1416
1601				1436
1989				1463
2025				1495
2028				1407
2034				1332
1791				1446
1672				1461
1752				1398
1828				1440
1915				1356
1978				1428
1834				1439
1945				1361
1877				1430
1837				1432
2041				1412
1964				1299
1638				1502
1706				1599
1744				1406
1687				1487
1779				1447
1977				1354
1913				1420
1997				1389
1832				1501
1909				1295
1578				1525
1865				1565
1941				1537
1911				1405
2064				1610
1901				1429
1868				1436
1937				1377
1648				1363
1665				1278
2007				1447
1927				1410
1950				1271
2192				1323
2182				1438
2116				1568
2004				1470
2133				1484
1838				1369
2137				1427
1536				1372
1965				1470
1946				1481
1638				1293
1836				1607
1757				1439
1804				1302
1699				1461
1755				1366
1512				1500
1961				1515
1698				1464
1813				1435
1506				1429
1987				1449
1852				1539
1687				1456
1978				1516
1598				1549
2240				1423
1961				1401
1916				1411
2260				1490
1692				1412
1734				1576
1855				1371
1901				1332
1771				1436
2196				1435
2278				1559
1895				1421
1742				1458
2080				1433
1879				1410
1794				1415
2738				1460
1854				1514
1753				1262
1716				1389
1624				1327
1636				1384
1534				1348
1773				1452
1809				1420
1956				1444
1621				1505
1887				1486
1574				1502
1681				1343
1884				1474
2333				1433
1735				1382
1865				1499
1756				1391
2072				1521
2111				1412
1831				1554
1705				1525
1974				1464
1901				1385
1818				1493
1788				1366
1625				1376
1948				1448
1794				1495
2012				1485
1757				1455
2024				1464
2066				1430
1741				1464
2056				1396
1750				1530
1994				1505
1990				1450
1466				1426
1776				1425
1778				1484
1851				1416
1688				1468
1781				1318
1602				1559
1846				1341
1579				1515
2100				1477
1813				1472
1882				1334
2004				1445
1721				1430
2065				1504
1795				1456
1885				1321
1951				1532
1907				1492
1915				1487
1957				1406
1817				1439
1649				1417
1870				1496
1880				1441
1957				1436
1792				1388
2025				1435
1651				1423
1675				1512
1882				1454
1718				1508
2077				1487
1835				1362
1862				1411
1750				1463
2088				1449
2149				1534
2024				1416
2076				1572
1735				1388
1955				1501
1790				1431
1956				1378
1722				1445
1996				1518
1995				1388
1838				1372
1976				1435
1896				1371
2004				1448
1908				1491
1733				1502
1887				1444
1954				1464
1771				1399
1630				1348
1871				1570
1856				1442
1846				1375
1743				1526
1735				1572
1791				1453
1924				1359
1751				1514
1706				1521
1672				1411
1554				1434
2199				1396
1895				1383
1859				1564
1830				1419
1708				1587
1792				1419
1845				1459
2286				1525
1786				1506
1670				1507
1802				1421
2070				1496
1549				1416
1765				1335
2300				1479
1719				1422
1799				1434
1734				1320
1599				1500
1699				1533
1664				1428
1636				1430
1664				1368
1819				1607
1677				1552
1852				1370
2241				1476
2084				1406
1665				1505
2064				1386
2094				1540
1726				1405
1695				1429
1566				1386
1974				1461
1886				1438
1668				1376
1853				1426
1971				1511
1844				1459
1760				1439
1841				1436
2073				1537
1742				1334
1723				1478
1923				1347
1625				1281
2031				1482
1656				1455
1500				1352
1993				1434
1759				1436
2266				1453
1715				1437
1891				1537
1871				1503
1820				1341
1761				1318
1586				1302
1771				1539
1916				1493
1784				1297
1741				1377
1910				1402
1424				1289
1535				1387
2241				1357
2220				1381
1762				1466
1577				1525
1921				1588
1691				1445
1553				1334
2010				1391
1447				1422
1851				1424
1886				1468
1796				1478
1790				1384
1863				1518
2083				1480
1694				1366
2257				1422
1708				1383
1623				1355
1776				1449
2011				1489
1642				1393
2022				1458
1848				1433
1573				1359
2113				1423
1927				1502
1792				1454
1722				1387
1691				1501
1814				1435
2016				1418
1914				1353
1918				1499
1853				1453
2048				1521
1906				1468
2383				1436
1774				1418
1883				1494
1917				1414
2027				1270
1935				1301
1917				1462
2106				1440
1749				1408
1798				1426
1634				1530
1796				1364
2003				1317
1883				1414
1796				1456
2054				1468
2078				1485
1870				1444
1617				1502
1787				1429
1667				1438
1943				1463
1826				1322
1535				1356
1880				1483
1904				1427
1840				1425
1914				1483
2070				1502
1803				1391
2607				1339
1762				1354
2338				1331
2030				1447
1897				1352
1938				1477
1850				1481
1885				1483
1817				1398
1809				1400
1717				1420
2067				1263
1634				1455
1719				1462
2436				1412
1822				1427
1873				1514
1814				1501
2271				1427
1491				1479
1886				1388
2126				1463
1661				1385
1746				1460
1638				1379
1891				1522
1409				1372
1836				1394
1724				1407
2040				1437
1721				1392
1733				1317
1902				1476
1860				1483
1912				1416
1987				1368
2034				1458
1849				1601
1708				1353
2138				1462
1579				1527
1882				1463
1686				1510
1936				1411
2086				1501
1836				1564
2234				1485
1833				1436
1747				1366
2028				1457
1900				1424
1766				1647
1772				1486
1758				1517
1589				1371
1760				1315
1780				1505
1727				1401
1815				1427
1679				1458
1930				1411
1769				1432
1551				1409
1561				1451
1849				1422
2239				1353
1711				1421
1730				1382
1981				1578
1928				1366
1865				1276
2004				1417
1673				1518
1693				1333
1974				1457
2210				1482
1796				1489
2333				1499
1901				1343
1594				1349
1969				1396
1944				1361
1740				1463
2090				1434
1682				1524
2070				1445
1800				1326
1920				1361
1932				1462
2030				1362
1815				1489
1737				1443
1711				1345
1894				1337
2053				1475
1965				1410
1611				1461
1737				1404
1568				1337
1794				1514
1791				1439
1734				1346
1678				1368
1770				1476
1985				1417
2063				1460
1974				1379
1745				1389
1691				1369
1905				1419
1904				1503
1550				1463
2011				1473
1903				1454
1574				1461
1879				1480
1728				1452
2219				1477
1580				1387
1786				1464
1774				1492
2030				1421
2327				1381
1767				1432
2077				1546
1709				1392
1815				1450
2242				1477
1846				1383
1697				1346
1788				1487
1516				1408
2345				1567
2487				1353
1732				1579
1686				1486
1937				1436
1685				1469
2026				1478
1651				1533
1858				1495
1947				1442
1993				1423
1629				1474
1884				1460
2022				1508
1740				1369
1697				1413
1657				1451
1839				1465
1566				1355
2158				1380
1707				1512
1785				1366
1642				1513
1908				1488
1808				1425
1643				1417
1618				1484
1732				1481
1816				1405
2188				1342
1564				1371
1732				1373
1541				1324
1837				1376
2185				1423
2108				1409
1721				1321
1652				1361
1643				1464
1830				1467
1809				1433
1673				1326
1659				1409
1648				1376
1774				1530
1883				1473
1884				1428
1762				1493
1704				1504
1634				1521
1843				1419
1628				1514
1908				1396
1582				1436
1797				1504
1807				1462
1683				1441
1983				1489
2042				1477
1848				1405
1692				1516
1969				1507
1987				1380
1561				1390
1997				1461
1821				1368
1538				1506
1758				1550
1777				1475
1868				1421
2134				1557
1946				1376
1822				1436
1953				1479
1764				1538
1775				1424
1658				1330
1763				1433
1714				1388
2049				1485
2413				1361
1772				1510
1973				1548
1849				1380
1943				1545
1983				1401
1853				1430
1779				1372
1979				1466
1491				1475
2016				1452
1603				1387
2382				1511
2002				1558
1746				1388
1854				1428
1923				1447
1982				1399
1988				1505
1714				1331
1992				1535
1804				1379
2008				1489
2127				1429
1895				1313
1808				1446
1949				1453
2008				1372
1697				1423
1852				1461
2057				1495
2120				1453
1760				1548
2001				1452
1713				1403
1797				1476
2068				1390
1807				1469
1527				1335
1908				1386
1741				1408
1836				1491
1904				1483
1764				1439
1937				1467
1883				1470
1630				1421
2089				1423
2139				1412
1912				1442
1826				1364
1723				1317
1808				1444
1992				1335
1917				1443
1956				1327
2129				1444
1846				1394
1772				1309
1826				1421
1903				1405
1706				1467
2074				1395
1710				1535
1627				1523
1733				1379
2051				1370
2006				1388
1568				1442
1968				1539
1924				1374
1804				1348
1768				1530
2055				1504
2113				1428
1874				1463
1834				1489
1766				1271
1813				1372
1799				1428
1701				1324
1705				1416
1862				1468
1696				1422
2103				1448
1873				1437
1709				1493
1661				1462
1839				1408
1611				1546
1752				1494
1922				1452
1597				1458
1932				1369
1766				1449
1814				1424
1683				1436
1841				1486
2114				1492
1613				1525
2319				1468
1819				1460
1936				1496
2167				1508
2176				1462
1764				1535
1711				1439
2172				1402
1850				1407
1842				1378
1629				1358
1728				1459
1520				1360
2013				1318
1823				1549
1785				1444
1964				1388
2184				1325
1874				1375
1851				1417
1611				1432
1767				1507
1810				1512
2028				1437
1874				1287
1804				1303
1937				1505
1948				1517
1976				1358
1776				1442
1785				1327
1740				1516
2103				1393
2046				1439
2055				1449
2072				1353
1802				1438
1790				1446
1572				1426
2293				1508
1976				1442
1751				1442
1600				1477
1946				1408
1895				1442
1433				1455
1641				1461
1958				1426
1886				1528
1880				1379
1904				1417
1740				1474
1944				1470
2056				1448
1879				1476
1771				1461
1742				1451
1821				1299
1828				1491
2303				1316
1982				1466
2001				1444
2146				1482
1966				1378
1800				1442
1782				1372
1751				1412
1946				1387
1769				1419
1907				1414
1638				1415
1474				1453
1731				1386
1668				1440
1594				1356
1749				1475
1586				1451
1924				1403
1880				1348
1796				1445
1832				1427
1813				1426
1711				1383
1868				1462
1926				1369
1484				1470
2055				1517
2114				1624
1808				1463
1713				1457
1653				1487
2134				1536
2004				1462
1979				1290
1742				1434
1929				1424
1874				1427
2135				1495
1790				1396
1888				1436
1797				1435
1854				1425
1905				1505
1638				1490
1628				1372
1620				1588
2101				1499
1911				1533
1749				1556
1833				1533
1812				1580
1982				1328
1776				1443
1542				1467
1981				1447
1853				1608
1973				1378
1868				1477
1806				1361
1860				1504
1818				1413
1965				1406
1794				1422
1651				1378
1733				1488
2089				1402
1844				1333
1716				1403
1871				1442
1899				1407
1913				1434

Melhor solução Hill Climbing: [78, 97, 48, 96, 42, 53, 86, 67, 70, 63, 55, 47, 71, 5, 60, 85, 12, 81, 24, 75, 33, 13, 34, 76, 68, 16, 9, 21, 77, 39, 14, 95, 90, 31, 35, 0, 23, 99, 94, 45, 92, 10, 93, 6, 3, 64, 19, 37, 43, 15, 49, 32, 8, 50, 41, 57, 74, 62, 40, 44, 54, 25, 22, 28, 69, 36, 29, 84, 2, 1, 88, 61, 20, 72, 46, 11, 59, 73, 18, 79, 65, 38, 66, 26, 87, 17, 52, 4, 58, 56, 7, 91, 98, 82, 83, 51, 80, 30, 89, 27, 78]
Menor distância Hill Climbing: 1409

Melhor solução Simulated Annealing: [78, 97, 50, 9, 91, 73, 56, 58, 85, 98, 30, 13, 71, 92, 60, 67, 87, 81, 24, 47, 95, 79, 34, 76, 68, 5, 96, 49, 77, 39, 51, 22, 26, 0, 20, 72, 3, 99, 55, 36, 37, 10, 93, 8, 7, 82, 28, 2, 46, 29, 6, 32, 45, 48, 59, 57, 33, 31, 40, 44, 12, 25, 53, 90, 69, 27, 61, 83, 74, 1, 88, 65, 35, 19, 64, 11, 75, 15, 18, 62, 94, 38, 66, 4, 16, 17, 23, 21, 43, 54, 41, 70, 63, 14, 86, 42, 52, 80, 89, 84, 78]
Menor distância Simulated Annealing: 1260
